Search keyword report,,,,,,,,,,,,,,,,,,,,
"October 1, 2025 - March 31, 2026",,,,,,,,,,,,,,,,,,,,
Keyword status,Keyword,Campaign,Quality Score,Landing page exp.,Ad relevance,Exp. CTR,,,,,,,,,,,,,,
Enabled,[protein greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[protein greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[protein greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average
Enabled,[protein in greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[protein in greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[protein in greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,1,Below average,Below average,Below average
Enabled,[yogurt protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,4,Average,Average,Below average,Enabled,[yogurt protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,4,Average,Average,Below average,Enabled,[yogurt protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,4,Average,Average,Below average
Enabled,[yogurt with protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[yogurt with protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[yogurt with protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average
Enabled,[greek yogurt protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[greek yogurt protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[greek yogurt protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average
Enabled,[pro protein yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,5,Above average,Below average,Below average,Enabled,[pro protein yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,5,Above average,Below average,Below average,Enabled,[pro protein yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,5,Above average,Below average,Below average
Enabled,[best greek yogurt with protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[best greek yogurt with protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[best greek yogurt with protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average
Enabled,[best protein greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[best protein greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[best protein greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackRTBGenericGoogleEXT_YES,3,Average,Below average,Below average
Enabled,[greek yogurt protein benefits],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[greek yogurt protein benefits],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[greek yogurt protein benefits],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,1,Below average,Below average,Below average
Enabled,[why is protein yogurt good],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --,Enabled,[why is protein yogurt good],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --,Enabled,[why is protein yogurt good],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --
Enabled,[benefits of protein yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[benefits of protein yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[benefits of protein yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,3,Average,Below average,Below average
Enabled,[which yogurt is high in protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[which yogurt is high in protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[which yogurt is high in protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,3,Average,Below average,Below average
Enabled,[why protein yogurt good],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --,Enabled,[why protein yogurt good],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --,Enabled,[why protein yogurt good],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --
Enabled,[protein yogurt benefits],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[protein yogurt benefits],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[protein yogurt benefits],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES,3,Average,Below average,Below average
Enabled,[why is yogurt with protein good],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --,Enabled,[why is yogurt with protein good],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --,Enabled,[why is yogurt with protein good],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --
Enabled,[benefit of protein yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --,Enabled,[benefit of protein yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --,Enabled,[benefit of protein yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --
Enabled,[why yogurt with protein good],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --,Enabled,[why yogurt with protein good],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --,Enabled,[why yogurt with protein good],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackEducationGenericGoogleEXT_YES, --, --, --, --
Enabled,[oikos pro yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackYogurtBrandGoogleEXT_YES,6,Above average,Average,Below average,Enabled,[oikos pro yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackYogurtBrandGoogleEXT_YES,6,Above average,Average,Below average,Enabled,[oikos pro yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackYogurtBrandGoogleEXT_YES,6,Above average,Average,Below average
Enabled,[oikos pro],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackYogurtBrandGoogleEXT_YES,7,Above average,Above average,Below average,Enabled,[oikos pro],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackYogurtBrandGoogleEXT_YES,7,Above average,Above average,Below average,Enabled,[oikos pro],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackYogurtBrandGoogleEXT_YES,7,Above average,Above average,Below average
Enabled,[protein yogurt nutrition facts],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackOccasionGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[protein yogurt nutrition facts],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackOccasionGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[protein yogurt nutrition facts],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackOccasionGenericGoogleEXT_YES,3,Average,Below average,Below average
Enabled,[nonfat protein yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackOccasionGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[nonfat protein yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackOccasionGenericGoogleEXT_YES,3,Average,Below average,Below average,Enabled,[nonfat protein yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackOccasionGenericGoogleEXT_YES,3,Average,Below average,Below average
Enabled,[nonfat protein yogurt snack],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackOccasionGenericGoogleEXT_YES, --, --, --, --,Enabled,[nonfat protein yogurt snack],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackOccasionGenericGoogleEXT_YES, --, --, --, --,Enabled,[nonfat protein yogurt snack],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackOccasionGenericGoogleEXT_YES, --, --, --, --
Enabled,[oikos triple zero],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,7,Above average,Above average,Below average,Enabled,[oikos triple zero],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,7,Above average,Above average,Below average,Enabled,[oikos triple zero],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,7,Above average,Above average,Below average
Enabled,[oikos triple zero yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,6,Above average,Average,Below average,Enabled,[oikos triple zero yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,6,Above average,Average,Below average,Enabled,[oikos triple zero yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,6,Above average,Average,Below average
Enabled,[oikos triple zero greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,6,Above average,Average,Below average,Enabled,[oikos triple zero greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,6,Above average,Average,Below average,Enabled,[oikos triple zero greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,6,Above average,Average,Below average
Enabled,[triple zero yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,7,Above average,Average,Average,Enabled,[triple zero yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,7,Above average,Average,Average,Enabled,[triple zero yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_BlackBrandGoogleEXT_YES,7,Above average,Average,Average
Enabled,[oikos yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,7,Above average,Above average,Below average,Enabled,[oikos yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,7,Above average,Above average,Below average,Enabled,[oikos yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,7,Above average,Above average,Below average
Enabled,[danone oikos],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,7,Above average,Average,Average,Enabled,[danone oikos],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,7,Above average,Average,Average,Enabled,[danone oikos],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,7,Above average,Average,Average
Enabled,[oikos],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES, --, --, --, --,Enabled,[oikos],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES, --, --, --, --,Enabled,[oikos],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES, --, --, --, --
Enabled,[oikos danone],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,6,Above average,Average,Below average,Enabled,[oikos danone],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,6,Above average,Average,Below average,Enabled,[oikos danone],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralBrandGoogleEXT_YES,6,Above average,Average,Below average
Enabled,[lala gold],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala gold],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala gold],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average
Enabled,[lala smoothie],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala smoothie],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala smoothie],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average
Enabled,[lala yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average
Enabled,[lala protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average
Enabled,[lala yogurt drink],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala yogurt drink],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala yogurt drink],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average
Enabled,[lala yogurt smoothie],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala yogurt smoothie],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala yogurt smoothie],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average
Enabled,[lala gold smoothie],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala gold smoothie],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[lala gold smoothie],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average
Enabled,[chobani],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[chobani],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[chobani],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average
Enabled,[chobani high protein zero added sugar],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[chobani high protein zero added sugar],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[chobani high protein zero added sugar],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average
Enabled,[chobani 20g protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[chobani 20g protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[chobani 20g protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average
Enabled,[chobani high protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,2,Below average,Average,Below average,Enabled,[chobani high protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,2,Below average,Average,Below average,Enabled,[chobani high protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,2,Below average,Average,Below average
Enabled,[chobani greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[chobani greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[chobani greek yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average
Enabled,[chobani protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,2,Below average,Average,Below average,Enabled,[chobani protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,2,Below average,Average,Below average,Enabled,[chobani protein],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,2,Below average,Average,Below average
Enabled,[chobani yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[chobani yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average,Enabled,[chobani yogurt],USA_EDP_OIKOS_BAUPPC2026_Consid_CPC_All_GeneralConquestingGoogleEXT_YES,1,Below average,Below average,Below average
