Keyword,Difficulty,Position,"Previous position","Position Serp Features","Search vol.","Search intent","SERP features",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
"does oikos have lactobacillus",12,65,,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"does oikos have lactobacillus",12,7,22,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/frequently-asked-questions/,0,0,0
"does oikos have lactobacillus",12,61,,Reviews,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"does oikos have lactobacillus",12,40,,Reviews,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,0,0,0
"does oikos have lactobacillus",12,51,,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/,0,0,0
"does oikos yogurt contain gluten",6,1,,"AI Overview",30,I,"Reviews, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"does oikos yogurt contain gluten",6,1,,"AI Overview",30,I,"Reviews, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
"does oikos yogurt contain gluten",6,21,,,30,I,"Reviews, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/,0,0,0
"does oikos yogurt have gluten",6,1,,"AI Overview",30,I,"Reviews, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"does oikos yogurt have gluten",6,1,,"AI Overview",30,I,"Reviews, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
"does oikos yogurt have gluten",6,23,,,30,I,"Reviews, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/,0,0,0
"greek food recipes easy desserts",5,57,,,210,I,"Reviews, Video, People also ask, Recipes, AI Overview, Related searches",0.05,0.03,https://www.oikos.com/greek-yogurt-recipes/desserts/,0,0,0
"greek recipes yogurt",21,61,,,240,I,"Reviews, Video, Find results on, Recipes, AI Overview, Related searches",0.1,0.02,https://www.oikos.com/greek-yogurt-recipes/,0,0,0
"greek style bbq chicken",22,41,,,110,"L, C","Local pack, Reviews, Video, Images, Recipes, AI Overview, Related searches",0.01,0,https://www.oikos.com/greek-yogurt-recipes/savory/recipe/mediterranean-bbq-chicken/,0,0,0
"greek yogurt probiotic count",22,68,82,,10,I,"Video, AI Overview, Related searches",0.05,0,https://www.oikos.com/frequently-asked-questions/,0,0,0
"greek yogurt probiotic count",22,29,,,10,I,"Video, AI Overview, Related searches",0.05,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"how many calories in oikos blueberry greek yogurt",6,60,,Reviews,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.33,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"how many calories in oikos blueberry greek yogurt",6,44,77,Reviews,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.33,0,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,0,0,0
"how many calories in oikos blueberry greek yogurt",6,5,2,Reviews,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.33,0,https://www.oikos.com/all-products/triple-zero/product/blueberry/,0,0,0
"how many calories in oikos strawberry greek yogurt",5,72,,Reviews,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.66,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-shot/,0,0,0
"how many calories in oikos strawberry greek yogurt",5,1,,"AI Overview",10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.66,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry/,0,0,0
"how many calories in oikos strawberry greek yogurt",5,17,33,Reviews,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.66,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry/,0,0,0
"how many calories in oikos strawberry greek yogurt",5,1,,"AI Overview",10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.66,0,https://www.oikos.com/all-products/triple-zero/product/strawberry-mixed-berry-multipack/,0,0,0
"how many calories in oikos strawberry greek yogurt",5,54,,Reviews,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.66,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/strawberry-banana-drink/,0,0,0
"how many calories in oikos strawberry greek yogurt",5,3,3,"People also ask",10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.66,0,https://www.oikos.com/all-products/triple-zero/product/strawberry/,0,0,0
"how many calories in oikos strawberry greek yogurt",5,2,2,Reviews,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.66,0,https://www.oikos.com/all-products/triple-zero/product/strawberry/,0,0,0
"how many calories in oikos strawberry greek yogurt",5,1,,"AI Overview",10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.66,0,https://www.oikos.com/all-products/triple-zero/product/strawberry/,0,0,0
"how to make a fruit smoothie with greek yogurt",15,72,64,,260,I,"Reviews, Video, Find results on, Recipes, AI Overview, Related searches",0.09,0.03,https://www.oikos.com/greek-yogurt-recipes/smoothies/recipe/fruit-smoothies/,0,0,0
"how to sweeten up greek yogurt",6,70,,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.01,0,https://www.oikos.com/greek-yogurt-recipes/desserts/,0,0,0
"is dannon oikos greek yogurt healthy",12,89,29,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/,0,0,0
"is dannon oikos yogurt pasteurized",9,44,,,10,I,"Reviews, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"is dannon oikos yogurt pasteurized",9,7,,,10,I,"Reviews, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/frequently-asked-questions/,0,0,0
"is dannon oikos yogurt pasteurized",9,1,,"AI Overview",10,I,"Reviews, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/frequently-asked-questions/,0,0,0
"is dannon oikos yogurt pasteurized",9,47,,Reviews,10,I,"Reviews, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"is dannon oikos yogurt pasteurized",9,1,1,"AI Overview",10,I,"Reviews, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"is dannon oikos yogurt pasteurized",9,29,,,10,I,"Reviews, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/,0,0,0
"is oikos good for you",6,83,,,320,I,"Reviews, Video, People also ask, Find results on, AI Overview, Related searches, Sites",0,0,https://www.oikos.com/,0,0,0
"is oikos greek yogurt made with pasteurized milk",10,29,,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"is oikos greek yogurt made with pasteurized milk",10,6,16,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/frequently-asked-questions/,0,0,0
"is oikos greek yogurt made with pasteurized milk",10,1,,"AI Overview",10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/frequently-asked-questions/,0,0,0
"is oikos greek yogurt made with pasteurized milk",10,16,,Reviews,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"is oikos greek yogurt made with pasteurized milk",10,1,,"AI Overview",10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"is oikos greek yogurt made with pasteurized milk",10,4,5,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"is oikos greek yogurt made with pasteurized milk",10,35,,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/,0,0,0
"light yogurt without aspartame",11,1,,"AI Overview",10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,0,0,0
"low fat vanilla yogurt nutritional information",8,35,,Reviews,10,I,"Reviews, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,0,0,0
"oikos australia",5,38,38,,10,"L, N","Reviews, Sitelinks, Images, GBP, Related searches",0,0,http://oikos.com/,0,0,0
"oikos conversion",6,23,26,,10,I,"Reviews, Video, AI Overview",0,0,https://www.oikos.com/frequently-asked-questions/,0,0,0
"oikos conversion",6,43,,Reviews,10,I,"Reviews, Video, AI Overview",0,0,https://www.oikos.com/all-products/remix/product/smores/,0,0,0
"oikos frozen yogurt nutrition facts",5,60,,,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/,0,0,0
"oikos frozen yogurt nutrition facts",5,58,,Reviews,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos frozen yogurt nutrition facts",5,33,,,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos frozen yogurt nutrition facts",5,69,,,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/frequently-asked-questions/,0,0,0
"oikos frozen yogurt nutrition facts",5,45,,Reviews,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos frozen yogurt nutrition facts",5,20,,,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"oikos frozen yogurt nutrition facts",5,5,,Reviews,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,0,0,0
"oikos frozen yogurt nutrition facts",5,1,,"AI Overview",10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,0,0,0
"oikos frozen yogurt nutrition facts",5,15,,Reviews,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/mixed-berry/,0,0,0
"oikos frozen yogurt nutrition facts",5,57,,Reviews,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
"oikos frozen yogurt nutrition facts",5,26,,Reviews,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/peach/,0,0,0
"oikos frozen yogurt nutrition facts",5,64,,Reviews,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos frozen yogurt nutrition facts",5,40,,,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/,0,0,0
"oikos frozen yogurt nutrition facts",5,50,,,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos greek yogurt commercial actor",14,45,,,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/stronger-makes-everything-better-with-Kathryn-Hahn-and-Derrick-Henry/,0,0,0
"oikos greek yogurt health benefits",28,63,,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0,https://www.oikos.com/all-products/,0,0,0
"oikos greek yogurt health benefits",28,30,,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos greek yogurt health benefits",28,15,,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0,https://www.oikos.com/frequently-asked-questions/,0,0,0
"oikos greek yogurt health benefits",28,1,,"AI Overview",10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0,https://www.oikos.com/frequently-asked-questions/,0,0,0
"oikos greek yogurt health benefits",28,22,,Reviews,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos greek yogurt health benefits",28,1,,"AI Overview",10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos greek yogurt health benefits",28,1,,"AI Overview",10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"oikos greek yogurt health benefits",28,40,,Reviews,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
"oikos greek yogurt health benefits",28,26,,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0,https://www.oikos.com/protein-101/benefits-of-protein/,0,0,0
"oikos greek yogurt health benefits",28,48,29,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0,https://www.oikos.com/,0,0,0
"oikos greek yogurt health benefits",28,9,,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos organic greek yogurt nutrition",6,87,,,10,C,"Featured snippets, Reviews, Video, Shopping results, Related searches",0,0,https://www.oikos.com/all-products/,0,0,0
"oikos organic greek yogurt nutrition",6,79,,Reviews,10,C,"Featured snippets, Reviews, Video, Shopping results, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos organic greek yogurt nutrition",6,85,,,10,C,"Featured snippets, Reviews, Video, Shopping results, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos organic greek yogurt nutrition",6,65,,,10,C,"Featured snippets, Reviews, Video, Shopping results, Related searches",0,0,https://www.oikos.com/frequently-asked-questions/,0,0,0
"oikos organic greek yogurt nutrition",6,40,,Reviews,10,C,"Featured snippets, Reviews, Video, Shopping results, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos organic greek yogurt nutrition",6,6,,,10,C,"Featured snippets, Reviews, Video, Shopping results, Related searches",0,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"oikos organic greek yogurt nutrition",6,4,,Reviews,10,C,"Featured snippets, Reviews, Video, Shopping results, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,0,0,0
"oikos organic greek yogurt nutrition",6,58,,Reviews,10,C,"Featured snippets, Reviews, Video, Shopping results, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
"oikos organic greek yogurt nutrition",6,29,76,,10,C,"Featured snippets, Reviews, Video, Shopping results, Related searches",0,0,https://www.oikos.com/,0,0,0
"oikos organic greek yogurt nutrition",6,23,31,,10,C,"Featured snippets, Reviews, Video, Shopping results, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos organic greek yogurt nutrition",6,81,,Reviews,10,C,"Featured snippets, Reviews, Video, Shopping results, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/vanilla-quart/,0,0,0
"oikos plain yogurt calories",9,73,,Reviews,20,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.83,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos plain yogurt calories",9,4,18,Reviews,20,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.83,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos plain yogurt calories",9,1,,"AI Overview",20,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.83,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos plain yogurt calories",9,40,,,20,I,"Reviews, Video, People also ask, AI Overview, Related searches",0.83,0,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos singapore",2,9,9,,10,"L, C","Local pack, Reviews, Images, Related searches, Image",0,0,http://oikos.com/,0,0,0
"oikos yogurt bugs",21,23,91,,10,I,"Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"oikos yogurt commercial actress",7,5,,,20,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/stronger-makes-everything-better-with-Kathryn-Hahn-and-Derrick-Henry/,0,0,0
"pepsi greek yogurt",6,51,,,10,I,"Reviews, Video, People also ask, AI Overview",0,0,https://www.oikos.com/where-to-buy/,0,0,0
"pepsi greek yogurt",6,54,,,10,I,"Reviews, Video, People also ask, AI Overview",0,0,https://www.oikos.com/all-products/,0,0,0
"pepsi greek yogurt",6,23,,,10,I,"Reviews, Video, People also ask, AI Overview",0,0,https://www.oikos.com/frequently-asked-questions/,0,0,0
"pepsi greek yogurt",6,43,,,10,I,"Reviews, Video, People also ask, AI Overview",0,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"pepsi greek yogurt",6,49,6,,10,I,"Reviews, Video, People also ask, AI Overview",0,0,https://www.oikos.com/,0,0,0
"pepsi greek yogurt",6,53,,,10,I,"Reviews, Video, People also ask, AI Overview",0,0,https://www.oikos.com/all-products/triple-zero/,0,0,0
"savoury greek yogurt recipes",14,59,,,90,I,"Reviews, Video, People also ask, Recipes, AI Overview, Related searches",0.05,0.03,https://www.oikos.com/greek-yogurt-recipes/savory/,0,0,0
"savoury meal recipes",22,75,,,110,I,"Reviews, Video, Recipes, AI Overview, Related searches",0.03,0.11,https://www.oikos.com/greek-yogurt-recipes/savory/,0,0,0
"simple smoothie recipes yogurt",14,81,,,170,I,"Reviews, Video, People also ask, Recipes, AI Overview, Related searches",0.08,0.02,https://www.oikos.com/greek-yogurt-recipes/smoothies/,0,0,0
"stonyfield dannon oikos",18,13,,,10,C,"Reviews, Video, People also ask, Shopping results, AI Overview, Related searches",0,0,https://www.oikos.com/,0,0,0
"vanilla cake with greek yogurt",18,89,,,70,I,"Reviews, Video, People also ask, Images, Recipes, Related searches",0,0,https://www.oikos.com/greek-yogurt-recipes/desserts/recipe/vanilla-pound-cake/,0,0,0
"vanilla cake with greek yogurt",18,46,,,70,I,"Reviews, Video, People also ask, Images, Recipes, Related searches",0,0,https://www.oikos.com/greek-yogurt-recipes/desserts/recipe/classic-yogurt-bundt-cake/,0,0,0
"voskos greek yogurt ingredients",3,43,,Reviews,10,I,"Reviews, People also ask, AI Overview",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"voskos greek yogurt ingredients",3,31,38,Reviews,10,I,"Reviews, People also ask, AI Overview",0,0,https://www.oikos.com/all-products/triple-zero/product/vanilla/,0,0,0
"what is oikos greek yogurt made of",9,4,,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/frequently-asked-questions/,0,0,0
"what is oikos greek yogurt made of",9,9,,Reviews,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"what is oikos greek yogurt made of",9,33,,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0,https://www.oikos.com/,0,0,0
"what to eat with greek yogurt for breakfast",15,99,62,,40,I,"Reviews, Video, People also ask, Recipes, AI Overview, Related searches",0.05,0.03,https://www.oikos.com/greek-yogurt-recipes/breakfast/,0,0,0
"who is the guy in the oikos commercial",10,40,,,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/stronger-makes-everything-better-with-Kathryn-Hahn-and-Derrick-Henry/,0,0,0
"yogurt and juice",14,56,,,260,"L, C","Local pack, Reviews, Video, People also ask, Images, Find results on, Recipes, AI Overview, Related searches",0.94,1.25,https://www.oikos.com/greek-yogurt-recipes/smoothies/,0,0,0
"yogurt shake recipe healthy",16,54,,,110,I,"Reviews, Video, People also ask, Recipes, AI Overview, Related searches",0.27,0.03,https://www.oikos.com/greek-yogurt-recipes/smoothies/,0,0,0
"eco oikos",14,22,,,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches",0,0,https://www.oikos.com/,0,0,0
"mexican yogurt brands",6,23,,,90,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.57,0,https://www.oikos.com/,0,0,0
"oikos yogurt probiotics",6,68,,,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/where-to-buy/,0,0,0
"oikos yogurt probiotics",6,81,,,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/,0,0,0
"oikos yogurt probiotics",6,37,,Reviews,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla-quart/,0,0,0
"oikos yogurt probiotics",6,34,,Images,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos yogurt probiotics",6,11,,,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"oikos yogurt probiotics",6,28,,Images,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/frequently-asked-questions/,0,0,0
"oikos yogurt probiotics",6,24,,Reviews,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/plain-quart/,0,0,0
"oikos yogurt probiotics",6,84,,Reviews,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/triple-zero/product/vanilla-multipack/,0,0,0
"oikos yogurt probiotics",6,61,,Reviews,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/triple-zero/product/vanilla/,0,0,0
"oikos yogurt probiotics",6,82,,Reviews,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
"oikos yogurt probiotics",6,73,,Reviews,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/vanilla/,0,0,0
"oikos yogurt probiotics",6,75,,,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/b-corp/,0,0,0
"oikos yogurt probiotics",6,35,,Reviews,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach-drink/,0,0,0
"oikos yogurt probiotics",6,83,,Reviews,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/peach/,0,0,0
"oikos yogurt probiotics",6,20,,,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/,0,0,0
"oikos yogurt probiotics",6,29,,,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/triple-zero/,0,0,0
"oikos yogurt probiotics",6,79,,Reviews,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/banana/,0,0,0
"oikos yogurt probiotics",6,80,,Reviews,110,C,"Reviews, Video, Images, Shopping results, AI Overview, Related searches",0.5,0.05,https://www.oikos.com/all-products/triple-zero/product/vanilla-quart/,0,0,0
"difference between greek yogurt and probiotic yogurt",23,85,,,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches, Sites",0,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"yogurt greek yogurt",22,27,,,660,"L, C","Local pack, Reviews, Video, Images, Shopping results, Find results on, AI Overview, Related searches",0.92,0.03,https://www.oikos.com/,0,0,0
"plain greek yogurt with active bacterial cultures",25,35,,,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",1,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"greek yogurt with lactobacillus",34,30,,,90,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",0.94,0.63,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"difference between probiotic yogurt and greek yogurt",20,83,,,10,I,"Video, People also ask, Images, AI Overview, Related searches, Sites",0.09,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"most healthy yoghurt",17,1,,"AI Overview",10,I,"Video, People also ask, Find results on, AI Overview, Related searches",0,0,https://www.oikos.com/all-products/triple-zero/product/plain-quart/,0,0,0
"lactobacillus in greek yogurt",36,40,,,90,I,"Video, People also ask, AI Overview, Sites",0.94,0.63,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"greek yogurt high in probiotics",32,21,,,50,C,"Reviews, Video, People also ask, Shopping results, AI Overview, Related searches, Sites",0.48,0,https://www.oikos.com/protein-101/why-greek-yogurt/,0,0,0
"savory easy recipes",24,72,,,90,I,"Reviews, Video, People also ask, Recipes, AI Overview, Related searches",0.07,0.03,https://www.oikos.com/greek-yogurt-recipes/savory/,0,0,0
"drinkable greek yogurt",13,59,,,410,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches, Image",0.99,0.4,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/,0,0,0
"protein yogurt drink",71,79,,Reviews,3200,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.39,https://www.oikos.com/all-products/pro-yogurt-cultured-ultra-filtered-milk/product/mixed-berry-shot/,0,0,0
"protein yogurt drink",71,85,,,3200,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.39,https://www.oikos.com/greek-yogurt-recipes/smoothies/,0,0,0
"protein yogurt drink",71,81,,,3200,C,"Reviews, Video, People also ask, Images, Shopping results, AI Overview, Related searches",1,0.39,https://www.oikos.com/all-products/fusion/,0,0,0
