LANG,Keyword,TOPICS,CATEGORY,SUB-CATEGORY,Position SE Ranking,Average Search Volume,Volume Q1 2026,Volume Q4 2025,Coverage One Search Q1 2026,Coverage One Search Q4 2025,Clics OneSearch Q1 2026,Impressions OneSearch Q1 2026,Clics OneSearch Q4 2025,Impressions OneSearch Q4 2025,Clics SEO Q1 2026,Clics SEM Q1 2026,Clics SEO Q4 2025,Clics SEM Q4 2025,Impr. SEO Q1 2026,Impr. SEM Q1 2026,Impr. SEO Q4 2025,Impr. SEM Q4 2025,CTR SEO Q1 2026,CTR SEM Q1 2026,CTR SEO Q4 2025,CTR SEM Q4 2025,Conversions SEO Q1 2026,Conversions SEM Q1 2026,Conversions SEO Q4 2024,Conversions SEM Q4 2024,CPC SEO Q1 2026,CPC moy. SEM Q1 2026,Dépense SEM Q1 2026,Coût SEO Q1 2026,Dépense SEM Q4 2025,Coût SEO Q4 2025,Purchase intent,Questions,Yogurt types,Taste,Packaging,Ingredient,Brands,Retailer,Demography,Benefits,Testimonials,Bio,Moments,Recipes,Searches: Oct 2024,Searches: Nov 2024,Searches: Dec 2024,Searches: Jan 2025,Searches: Feb 2025,Searches: Mar 2025
New,oikos plain yogurt nutrition facts,EATING BETTER,HEALTHIER EATING,Labels & scoring,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Plain,,,Oikos,,,,,,,,,,,,,
New,best protein in the morning,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Best,,,,,,,,,
New,qu est ce qui contient des protéines,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New,oikos 17g protein,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
New,oki yogurt,PRODUCTS,BRANDS,Danone - generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
EN,oikos banana greek yogurt nutrition facts,EATING BETTER,HEALTHIER EATING,Labels & scoring,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Banana,,,Oikos,,,,,,,,,,,,,
EN,oikos nonfat greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Fat,Oikos,,,,,,,,,,,,,
New,oikos peach,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
New,oikos cheesecake,PRODUCTS,BRANDS,Danone - generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Cheesecake,,,Oikos,,,,,,,,,,,,,
FR,trempette avec yogourt nature,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Plain,,,,,,,,,,,,,,,,
EN,oikos peach greek yogurt nutrition,EATING BETTER,HEALTHIER EATING,Labels & scoring,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Peach,,,Oikos,,,,,,,,,,,,,
New,ou trouver les proteines,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New,greek yogurt recipes high protein,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,Rich in protein,,,,,,,,,,
New,lactose free oikos,PRODUCTS,BRANDS,Danone - generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lactose,Oikos,,,,,,,,,,,,,
FR,yogourt grec sans gras,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Without,,,,,,,,,,,,,,
New,canadian yogourt brands,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,oikos cheesecake yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Cheesecake,,,Oikos,,,,,,,,,,,,,
New,oikos strawberry cheesecake yogurt calories,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Cheesecake,,Calorie,Oikos,,,,,,,,,,,,,
New,oikos greek yogurt benefits,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,Oikos,,,,,,,,,,,,,
New,ou trouver les proteine,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New,dessert avec yogourt vanille,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Vanilla,,,,,,,,,,,,,,,,
New,oikos greek yogurt 3 assorted flavours variety pack nutrition,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,Pack,,Oikos,,,,,,,,,,,,,
New,yogurt 0,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Without,,,,,,,,,,,,,,
New,oikos strawberry cheesecake yogurt nutrition facts,EATING BETTER,HEALTHIER EATING,Labels & scoring,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Cheesecake,,,Oikos,,,,,,,,,,,,,
New,yogurt with less sugar,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,,,,,,,,,,,
New,healthy high protein breakfasts,CONSUMER HABITS,MEALS,Breakfast,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rich in protein,,,Breakfast,,,,,,,
EN,oikos low sugar greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,Oikos,,,,,,,,,,,,,
New,yogourt 11,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,protein heavy snacks,CONSUMER HABITS,MEALS,Snack,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snack,,,,,,,
FR,yogourt grec oikos vanille valeur nutritive,EATING BETTER,HEALTHIER EATING,Labels & scoring,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Vanilla,,,Oikos,,,,,,,,,,,,,
New,how good is yogurt for you,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,Good or bad,,,,,,,,,
New,oikos greek yogourt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,Oikos,,,,,,,,,,,,,
New,oikos pro 24g,PRODUCTS,BRANDS,Danone - generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
New,which yogurt has lowest sugar,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,,,,,,,,,,,
New,grass fed greek yogurt canada,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,which yogurt has the least sugar,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,,,,,,,,,,,
FR,oikos 100g calories,EATING BETTER,HEALTHIER EATING,Labels & scoring,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Gram,Calorie,Oikos,,,,,,,,,,,,,
EN,oikos 0 greek yogurt nutrition,EATING BETTER,HEALTHIER EATING,Labels & scoring,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Without,Oikos,,,,,,,,,,,,,
New,benefits of oikos greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,Oikos,,,,,,,,,,,,,
New,oikos greek yogurt sugar content,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,Oikos,,,,,,,,,,,,,
New,oikos low fat greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Fat,Oikos,,,,,,,,,,,,,
FR,is oikos pro available in canada,PRODUCTS,BRANDS,Danone - generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
FR,oikos snack to win,PRODUCTS,BRANDS,Danone - generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
New,oikos greek yogurt 2,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,Oikos,,,,,,,,,,,,,
New,nourriture avec protéines,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New,oikos greek nonfat yogurt,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Fat,Oikos,,,,,,,,,,,,,
New,product of canada milk,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milk,,,,,,,,,,,,,,
New,which yogurt has less sugar,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,,,,,,,,,,,
New,yogourt canadian,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,fage total greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,what brand of yogurt is made in canada,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,oikos pro plain,PRODUCTS,BRANDS,Danone - generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Plain,,,Oikos,,,,,,,,,,,,,
New,greek yogurt protein calories,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Calorie,,,,,,,,,,,,,,
New,oikos fat free greek yogurt nutrition facts,EATING BETTER,HEALTHIER EATING,Labels & scoring,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Fat,Oikos,,,Fat-free,,,,,,,,,,
New,oikos greek yogurt cup calories,EATING BETTER,HEALTHIER EATING,Labels & scoring,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,Cup,Calorie,Oikos,,,,,,,,,,,,,
New,what yogurt brands are made in canada,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,dairy free greek yogurt high protein,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Dairy,,,,Rich in protein,,,,,,,,,,
New,oikos triple,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
EN,oikos strawberry greek yogurt nutrition facts,EATING BETTER,HEALTHIER EATING,Labels & scoring,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Strawberry,,,Oikos,,,,,,,,,,,,,
New,which brand of yogurt is the healthiest,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,Healthy,,,,,,,,,,
New,oikos high protein yogurt canada,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,Oikos,,,Rich in protein,,,,,,,,,,
FR,recette vinaigrette yogourt grec,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,which greek yogurt has the most protein,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,oikos pro drink ingredients,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
New,oikos triple zero where to buy,PRODUCTS,BRANDS,Danone - generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
FR,barre déjeuner protéiné,CONSUMER HABITS,MEALS,Lunch,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rich in protein,,,Lunch,,,,,,,
New,quel proteine manger le matin,CONSUMER HABITS,MEALS,Breakfast,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breakfast,,,,,,,
New,less sugar yogurt,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,,,,,,,,,,,
New,which greek yogurt has most protein,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,oikos 18g protein,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
FR,yogourt à boire oikos,PRODUCTS,BRANDS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,Oikos,,,,,,,,,,,,,
New,organic greek yogurt canada,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,Bio,,,,,,,,
New,calories in oikos yogurt cup,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,Cup,Calorie,Oikos,,,,,,,,,,,,,
EN,oikos greek yogurt peach,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Peach,,,Oikos,,,,,,,,,,,,,
New,yaourt grec maxi,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,Maxi,,,,,,,,,,,,
New,why greek yogurt has more protein,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,protein yogurt bark,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,what yogurt is high in protein,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,Rich in protein,,,,,,,,,,
New,yogurt without milk,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Milk,,,,,,,,,,,,,,
FR,sauce salade yogourt grec,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,oikos pro drink where to buy,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
New,oikos pro plain yogurt,PRODUCTS,BRANDS,Danone - generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Plain,,,Oikos,,,,,,,,,,,,,
FR,pancake au yogourt grec,RECIPES,RECIPES,Recipes with yogurt,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,yogourt grec iogo,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
FR,gateau blanc sans sucre,RECIPES,RECIPES,Cakes,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Without,,,,Sugar-free,,,,,,,,,,
New,yogourt proteiné,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,best plain yogurt canada,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Plain,,,,,,,Best,,,,,,,,,
New,benefits of yoghurt,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,oikos dannon,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
New,triple zero oikos canada,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
New,yogurt not made with milk,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Milk,,,,,,,,,,,,,,
New,plain greek yogurt no sugar,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Plain,,Sugar,,,,Sugar-free,,,,,,,,,,
New,yogurt from canada,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
EN,oikos key lime greek yogurt nutrition facts,EATING BETTER,HEALTHIER EATING,Labels & scoring,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Lime,,,Oikos,,,,,,,,,,,,,
New,protein full breakfast,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New,iogo yogourt grec,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,,,,,,,,,,
New,best canadian made yogurt brands list,EATING BETTER,ORIGIN,Made in Canada,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,,Best,,,,,,,,,
New,oikos smoothies,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
New,oikos blueberry,PRODUCTS,BRANDS,Danone - generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Blueberry,,,Oikos,,,,,,,,,,,,,
New,oikos pro yogurt canada where to buy,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,Oikos,,,,,,,,,,,,,
New,oikos remix canada,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
New,oikos yogourt grec nature,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Plain,,,Oikos,,,,,,,,,,,,,
New,best low sugar high protein yogurt,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Sugar,,,,Rich in protein,Best,,,,,,,,,
New,dannon oikos,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oikos,,,,,,,,,,,,,
New,dairy free yogurt brands,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,Dairy,,,,,,,,,,,,,,
New,what is good protein to eat,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good or bad,,,,,,,,,
New,oikos zero sugar greek yogurt,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,Oikos,,,,,,,,,,,,,
New,is yogurt healthy to eat,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,Healthy,,,,,,,,,,
New,oikos strawberry banana yogurt,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,Banana,,,Oikos,,,,,,,,,,,,,
New,organic greek yogurt plain,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Plain,,,,,,,,Bio,,,,,,,,
New,best probiotic greek yogurt canada,HEALTH,COMPOSITION,Probiotics,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Probiotic,,,,,Best,,,,,,,,,
New,greek yogurt breakfast ideas for weight loss,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,,,,,,,,,,,,,,,
New,sugar in oikos greek yogurt,PRODUCTS,PLANT BASED YOGURTS,Generic,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,,,Sugar,Oikos,,,,,,,,,,,,,
New,greek yogurt plain no sugar,PRODUCTS,YOGURTS,Greek,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Greek,Plain,,Sugar,,,,Sugar-free,,,,,,,,,,
New,what is the healthiest yogurt to eat,PRODUCTS,YOGURTS,Yogurts,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,Healthy,,,,,,,,,,
New,high protein drinkable yogurt,PRODUCTS,YOGURT DRINKS,Yogurt drinks,,,,,#DIV/0!,#DIV/0!,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Yogurt,,,,,,,Rich in protein,,,,,,,,,,
